condition,layer,alpha,item,question,answer,extraversion_score,fluency_score
steered,30,-12.0,Look at the bright side of life,"You are sitting in a room on a difficult day, and you notice a warm beam of sunlight coming in through the window and lighting up the space around you. What goes through your mind and what do you do next?","I would take a moment to appreciate the warmth and light, then perhaps sit quietly to reflect.",0.19038481940655314,0.9905638694763184
steered,30,-12.0,Love excitement,"You are at a crowded outdoor festival in the evening, with music playing loudly and lights flashing, and you suddenly feel a strong urge to tell someone you care about that you’re in love with them right then and there in front of everyone. What would you do in that moment?",I would find a quiet moment to share my feelings privately.,0.05855242113697414,0.9916131496429443
steered,30,-12.0,Love large parties,"You are invited to a big weekend party in a rented hall where you know there will be loud music, lots of people you don’t know yet, and several different activities going on at the same time. What would you do once you arrive at this party?",I would explore the different activities and mingle with new people.,0.9066506182195765,0.9963567852973938
steered,30,-12.0,Love life,"You are going through a stretch where many things seem to go wrong at once—plans fall through, work is stressful, and small daily hassles keep piling up—yet you still have your usual free time on evenings and weekends. What would you do during this period to relate to your life and your days?","I would focus on small, consistent self-care rituals to maintain balance during challenging times.",0.213149758492216,0.9948510527610779
steered,30,-12.0,Make friends easily,"You join a new online community centered around one of your interests, and soon after you post an introduction, several members start commenting and one of them sends you a friend request with a short friendly message. How do you respond and what do you do next?",I would accept the friend request and respond with a friendly acknowledgment.,0.7661527451348032,0.9937764406204224
steered,30,-12.0,Prefer to be alone,"You arrive at a weekend gathering where most people you know are excitedly planning to go together to a loud, crowded event later that night, but you notice there is also the option to spend the evening quietly on your own in a nearby park or café. What would you do?",I would spend the evening quietly on my own in a nearby park or café.,0.04753168278701322,0.9934758543968201
steered,30,-12.0,Radiate joy,"You are spending a weekend afternoon with friends or family, and you notice there are many small, happy moments happening around you, like shared jokes, smiles, and relaxed conversations. What do you do in that situation?",I would savor the moments and enjoy the company.,0.7993045370647731,0.9949754476547241
steered,30,-12.0,Seek adventure,"You are playing a challenging game and you’ve just unlocked a mysterious new level filled with unfamiliar paths, hidden areas, and tougher obstacles than you’ve seen before. What do you do next?",I would explore the new level carefully to uncover its secrets and prepare for the challenges ahead.,0.5204681247779682,0.9946699738502502
steered,30,-12.0,Take charge,"You are driving on a busy highway with a few friends in the car, and traffic suddenly starts moving faster as you approach a complicated interchange with several lane changes coming up. What do you do next?",I would check the traffic conditions and prepare to change lanes if necessary.,0.48424222403480044,0.9949133396148682
steered,30,-12.0,Take control of things,"You are in a community meeting where an important decision needs to be made, and everyone agrees that another person has been chosen to lead the discussion and make the final call. What would you do in this situation?",I would support the chosen leader and contribute constructively to the discussion.,0.7706656580993101,0.9921737909317017
steered,30,-12.0,Talk to a lot of different people at parties,"At a crowded evening gathering at a friend’s apartment, you notice people clustered in small groups around the living room, kitchen, and balcony, all chatting about different topics. What would you do over the next hour in terms of who you talk to and how you move around the party?","I would move between groups, engaging in brief conversations before moving on to keep the social interaction dynamic.",0.8369431924172477,0.9772124886512756
steered,30,-12.0,Try to lead others,"You are working with a small group on an important project, and you notice that the discussion is going in circles and no one is clearly guiding the next steps. What would you do?",I would suggest setting clear next steps and assigning responsibilities to move the project forward.,0.5246587189438899,0.9932880997657776
steered,30,-12.0,Wait for others to lead the way,"You are sitting in your car in heavy traffic on a busy city street, and after several light cycles you notice that none of the cars in your lane are moving forward even when the light turns green. What do you do next?",I would check if the traffic light is functioning properly or if there is an accident ahead.,0.6136393039478255,0.9780267477035522
steered,30,-8.0,Act wild and crazy,"You are at a crowded party where the music is loud, people are dancing on tables, and your friends are egging you on to do something outrageous and unexpected in the middle of the room. What would you do?",I would politely decline and step back to the edge of the room.,0.052854964351629626,0.9934161901473999
steered,30,-8.0,Are always busy,"You are at home after a long day, and as you look at your calendar you see that every evening this week is already filled with errands, social plans, and unfinished tasks from work. What would you do when you realize there is almost no empty time left for yourself in the coming days?",I would prioritize self-care by scheduling a short break each day.,0.16372108050512166,0.9958551526069641
steered,30,-8.0,Are always on the go,"You agree with a friend to help clean out a storage unit on Saturday morning, but when the day comes you feel restless, keep jumping between errands, and realize you’re running late and still haven’t shown up. What do you do in this situation?","I would apologize and explain my situation, then make an effort to arrive as soon as possible.",0.5505517769131548,0.9936580061912537
steered,30,-8.0,Avoid contacts with others,You are at a social gathering where small groups are chatting closely and several people keep trying to draw you into conversations and activities. What would you do in this situation?,I would politely engage with a few people while maintaining my own space and boundaries.,0.20848247327625333,0.9949980974197388
steered,30,-8.0,Avoid crowds,"You arrive at a popular outdoor event and, as the main activity is about to start, you suddenly find yourself in the middle of a tightly packed crowd with people pressing in on all sides. What would you do in this situation?",I would stay calm and move slowly with the crowd to avoid being pushed.,0.16659809613250445,0.9946866035461426
steered,30,-8.0,Do a lot in your spare time,"It’s a Saturday afternoon, your work and chores are done, and you notice there’s a free outdoor concert in the park, a new exhibit at a nearby museum, and a friend has just texted inviting you to join a pickup game at the local sports field. What do you do with the rest of your day?",I would go to the concert.,0.5271137244946096,0.9941060543060303
steered,30,-8.0,Enjoy being reckless,"You and a few friends are out late in the city, and someone suggests doing something wild and risky on the spot, like climbing a closed-off structure or sneaking into a restricted area just for the thrill of it. What would you do in that moment?",I would decline and suggest a safer alternative.,0.09566899077449309,0.980955183506012
steered,30,-8.0,Feel comfortable around other people,"You arrive at a casual get-together where most people seem to know each other and share similar backgrounds and interests, but you quickly notice that your own background and interests are quite different from everyone else’s. What do you do in this situation?",I would engage in conversations with openness and curiosity to learn from others' perspectives.,0.8538370691286791,0.9925823211669922
steered,30,-8.0,Have a lot of fun,"You are spending a free afternoon at home, and after checking your messages, the weather, and your to‑do list, you realize there isn’t really anything urgent or exciting that needs your attention. What would you do with the rest of your day?",I would relax by reading a book.,0.18691001251547004,0.9943863153457642
steered,30,-8.0,Keep others at a distance,"You are helping a group of colleagues wrap up a meeting so everyone can leave the office on time, and people start chatting and trying to linger around your desk as they get ready to go. How do you handle getting everyone out on time while deciding how much to interact with them as they gather around you?",I would politely remind everyone of the time and offer brief assistance while encouraging them to leave promptly.,0.5647349153061328,0.9545424580574036
steered,30,-8.0,Like to take it easy,"You are at home after a long day when a complicated and emotionally charged issue comes to mind, and you realize you could either sit down and really think it through now or just set it aside and relax with something enjoyable. What would you do in that moment?",I would sit down and really think it through.,0.14410207924686447,0.9928299784660339
steered,30,-8.0,Look at the bright side of life,"You are sitting in a room on a difficult day, and you notice a warm beam of sunlight coming in through the window and lighting up the space around you. What goes through your mind and what do you do next?",I would take a moment to appreciate the light and feel a sense of calm.,0.3243966646585888,0.9880188703536987
steered,30,-8.0,Love excitement,"You are at a crowded outdoor festival in the evening, with music playing loudly and lights flashing, and you suddenly feel a strong urge to tell someone you care about that you’re in love with them right then and there in front of everyone. What would you do in that moment?",I would find a quiet moment to share my feelings privately.,0.05855242113697414,0.9916131496429443
steered,30,-8.0,Love large parties,"You are invited to a big weekend party in a rented hall where you know there will be loud music, lots of people you don’t know yet, and several different activities going on at the same time. What would you do once you arrive at this party?",I would explore the different activities and mingle with new people.,0.9066506182195765,0.9963567852973938
steered,30,-8.0,Love life,"You are going through a stretch where many things seem to go wrong at once—plans fall through, work is stressful, and small daily hassles keep piling up—yet you still have your usual free time on evenings and weekends. What would you do during this period to relate to your life and your days?","I would focus on small, consistent self-care rituals to maintain balance and clarity.",0.18166984427230065,0.9946104288101196
steered,30,-8.0,Make friends easily,"You join a new online community centered around one of your interests, and soon after you post an introduction, several members start commenting and one of them sends you a friend request with a short friendly message. How do you respond and what do you do next?",I would accept the friend request and respond with a friendly acknowledgment.,0.7661527451348032,0.9937764406204224
steered,30,-8.0,Prefer to be alone,"You arrive at a weekend gathering where most people you know are excitedly planning to go together to a loud, crowded event later that night, but you notice there is also the option to spend the evening quietly on your own in a nearby park or café. What would you do?",I would spend the evening quietly on my own in a nearby park or café.,0.04831351368573432,0.9934758543968201
steered,30,-8.0,Radiate joy,"You are spending a weekend afternoon with friends or family, and you notice there are many small, happy moments happening around you, like shared jokes, smiles, and relaxed conversations. What do you do in that situation?",I would savor the moments and enjoy the company.,0.7954470931069334,0.9949754476547241
steered,30,-8.0,Seek adventure,"You are playing a challenging game and you’ve just unlocked a mysterious new level filled with unfamiliar paths, hidden areas, and tougher obstacles than you’ve seen before. What do you do next?",I would explore the new level carefully to uncover its secrets and prepare for the challenges ahead.,0.5212560127149456,0.9946699738502502
steered,30,-8.0,Take charge,"You are driving on a busy highway with a few friends in the car, and traffic suddenly starts moving faster as you approach a complicated interchange with several lane changes coming up. What do you do next?",I would check the traffic conditions and prepare to change lanes if necessary.,0.4846395275878121,0.9949133396148682
steered,30,-8.0,Take control of things,"You are in a community meeting where an important decision needs to be made, and everyone agrees that another person has been chosen to lead the discussion and make the final call. What would you do in this situation?",I would support the chosen leader and contribute constructively to the discussion.,0.767973184611107,0.9921737909317017
steered,30,-8.0,Talk to a lot of different people at parties,"At a crowded evening gathering at a friend’s apartment, you notice people clustered in small groups around the living room, kitchen, and balcony, all chatting about different topics. What would you do over the next hour in terms of who you talk to and how you move around the party?","I would move between groups, engaging in brief conversations before moving on to keep the social interaction dynamic.",0.8376421253056858,0.9772126078605652
steered,30,-8.0,Try to lead others,"You are working with a small group on an important project, and you notice that the discussion is going in circles and no one is clearly guiding the next steps. What would you do?",I would suggest setting clear next steps and assigning responsibilities to move the project forward.,0.5242523397977743,0.9932880997657776
steered,30,-8.0,Wait for others to lead the way,"You are sitting in your car in heavy traffic on a busy city street, and after several light cycles you notice that none of the cars in your lane are moving forward even when the light turns green. What do you do next?",I would check if the traffic light is functioning properly or if there is an accident ahead.,0.6161319112697241,0.9780268669128418
steered,30,-4.0,Act wild and crazy,"You are at a crowded party where the music is loud, people are dancing on tables, and your friends are egging you on to do something outrageous and unexpected in the middle of the room. What would you do?",I would politely decline and step back to the edge of the crowd.,0.0818717662771763,0.9936929941177368
steered,30,-4.0,Are always busy,"You are at home after a long day, and as you look at your calendar you see that every evening this week is already filled with errands, social plans, and unfinished tasks from work. What would you do when you realize there is almost no empty time left for yourself in the coming days?",I would prioritize self-care by scheduling a short break each day.,0.1614958786032144,0.9958551526069641
steered,30,-4.0,Are always on the go,"You agree with a friend to help clean out a storage unit on Saturday morning, but when the day comes you feel restless, keep jumping between errands, and realize you’re running late and still haven’t shown up. What do you do in this situation?","I would apologize and explain my situation, then make an effort to arrive as soon as possible.",0.5533747873352549,0.9936580061912537
steered,30,-4.0,Avoid contacts with others,You are at a social gathering where small groups are chatting closely and several people keep trying to draw you into conversations and activities. What would you do in this situation?,I would politely engage with a few people while maintaining my own space and boundaries.,0.20684524504629653,0.9949980974197388
steered,30,-4.0,Avoid crowds,"You arrive at a popular outdoor event and, as the main activity is about to start, you suddenly find yourself in the middle of a tightly packed crowd with people pressing in on all sides. What would you do in this situation?",I would stay calm and move slowly with the crowd to avoid being pushed.,0.16659742495896868,0.9946866035461426
steered,30,-4.0,Do a lot in your spare time,"It’s a Saturday afternoon, your work and chores are done, and you notice there’s a free outdoor concert in the park, a new exhibit at a nearby museum, and a friend has just texted inviting you to join a pickup game at the local sports field. What do you do with the rest of your day?",I would go to the concert.,0.529911880895652,0.9941060543060303
steered,30,-4.0,Enjoy being reckless,"You and a few friends are out late in the city, and someone suggests doing something wild and risky on the spot, like climbing a closed-off structure or sneaking into a restricted area just for the thrill of it. What would you do in that moment?",I would decline and suggest a safer alternative.,0.095182992764279,0.9809549450874329
steered,30,-4.0,Feel comfortable around other people,"You arrive at a casual get-together where most people seem to know each other and share similar backgrounds and interests, but you quickly notice that your own background and interests are quite different from everyone else’s. What do you do in this situation?",I would engage in conversations with openness and curiosity to learn from others' perspectives.,0.8543608325193423,0.9925823211669922
steered,30,-4.0,Have a lot of fun,"You are spending a free afternoon at home, and after checking your messages, the weather, and your to‑do list, you realize there isn’t really anything urgent or exciting that needs your attention. What would you do with the rest of your day?",I would relax by reading a book.,0.1890099370245477,0.9943863153457642
steered,30,-4.0,Keep others at a distance,"You are helping a group of colleagues wrap up a meeting so everyone can leave the office on time, and people start chatting and trying to linger around your desk as they get ready to go. How do you handle getting everyone out on time while deciding how much to interact with them as they gather around you?",I would politely remind everyone of the time and offer brief assistance while encouraging them to leave promptly.,0.5691631765802996,0.9545424580574036
steered,30,-4.0,Like to take it easy,"You are at home after a long day when a complicated and emotionally charged issue comes to mind, and you realize you could either sit down and really think it through now or just set it aside and relax with something enjoyable. What would you do in that moment?",I would sit down and really think it through.,0.14486116333367777,0.9928299784660339
steered,30,-4.0,Look at the bright side of life,"You are sitting in a room on a difficult day, and you notice a warm beam of sunlight coming in through the window and lighting up the space around you. What goes through your mind and what do you do next?","I would take a moment to appreciate the warmth and light, then perhaps sit quietly to reflect.",0.1923147764491867,0.9905639886856079
steered,30,-4.0,Love excitement,"You are at a crowded outdoor festival in the evening, with music playing loudly and lights flashing, and you suddenly feel a strong urge to tell someone you care about that you’re in love with them right then and there in front of everyone. What would you do in that moment?",I would find a quiet moment to share my feelings privately.,0.05842855357801182,0.9916131496429443
steered,30,-4.0,Love large parties,"You are invited to a big weekend party in a rented hall where you know there will be loud music, lots of people you don’t know yet, and several different activities going on at the same time. What would you do once you arrive at this party?",I would explore the different activities and mingle with new people.,0.906170785082575,0.9963567852973938
steered,30,-4.0,Love life,"You are going through a stretch where many things seem to go wrong at once—plans fall through, work is stressful, and small daily hassles keep piling up—yet you still have your usual free time on evenings and weekends. What would you do during this period to relate to your life and your days?","I would focus on small, consistent self-care rituals to maintain balance and clarity.",0.18393483287725207,0.9946104288101196
steered,30,-4.0,Make friends easily,"You join a new online community centered around one of your interests, and soon after you post an introduction, several members start commenting and one of them sends you a friend request with a short friendly message. How do you respond and what do you do next?",I would accept the friend request and respond with a friendly acknowledgment.,0.7680061518471667,0.9937764406204224
steered,30,-4.0,Prefer to be alone,"You arrive at a weekend gathering where most people you know are excitedly planning to go together to a loud, crowded event later that night, but you notice there is also the option to spend the evening quietly on your own in a nearby park or café. What would you do?",I would spend the evening quietly on my own in a nearby park or café.,0.04831351368573432,0.9934758543968201
steered,30,-4.0,Radiate joy,"You are spending a weekend afternoon with friends or family, and you notice there are many small, happy moments happening around you, like shared jokes, smiles, and relaxed conversations. What do you do in that situation?",I would savor the moments and enjoy the company.,0.7954470931069334,0.9949754476547241
steered,30,-4.0,Seek adventure,"You are playing a challenging game and you’ve just unlocked a mysterious new level filled with unfamiliar paths, hidden areas, and tougher obstacles than you’ve seen before. What do you do next?",I would explore the new level carefully to discover its secrets and prepare for the challenges ahead.,0.5335969551934676,0.9947792291641235
steered,30,-4.0,Take charge,"You are driving on a busy highway with a few friends in the car, and traffic suddenly starts moving faster as you approach a complicated interchange with several lane changes coming up. What do you do next?",I would check the traffic conditions and prepare to change lanes if necessary.,0.4846395275878121,0.9949133396148682
steered,30,-4.0,Take control of things,"You are in a community meeting where an important decision needs to be made, and everyone agrees that another person has been chosen to lead the discussion and make the final call. What would you do in this situation?",I would support the chosen leader and contribute constructively to the discussion.,0.767973184611107,0.9921737909317017
steered,30,-4.0,Talk to a lot of different people at parties,"At a crowded evening gathering at a friend’s apartment, you notice people clustered in small groups around the living room, kitchen, and balcony, all chatting about different topics. What would you do over the next hour in terms of who you talk to and how you move around the party?","I would move between groups, engaging in brief conversations before moving on to keep the social interaction dynamic.",0.8376421253056858,0.9772126078605652
steered,30,-4.0,Try to lead others,"You are working with a small group on an important project, and you notice that the discussion is going in circles and no one is clearly guiding the next steps. What would you do?",I would suggest setting clear next steps and assigning responsibilities to move the project forward.,0.5242523397977743,0.9932880997657776
steered,30,-4.0,Wait for others to lead the way,"You are sitting in your car in heavy traffic on a busy city street, and after several light cycles you notice that none of the cars in your lane are moving forward even when the light turns green. What do you do next?",I would check if the traffic light is functioning properly or if there is an accident ahead.,0.6161319112697241,0.9780268669128418
steered,30,4.0,Act wild and crazy,"You are at a crowded party where the music is loud, people are dancing on tables, and your friends are egging you on to do something outrageous and unexpected in the middle of the room. What would you do?",I would politely decline and step back to the edge of the room.,0.052572319551177325,0.9934161901473999
steered,30,4.0,Are always busy,"You are at home after a long day, and as you look at your calendar you see that every evening this week is already filled with errands, social plans, and unfinished tasks from work. What would you do when you realize there is almost no empty time left for yourself in the coming days?",I would prioritize self-care by scheduling a short break each day.,0.1614958786032144,0.9958551526069641
steered,30,4.0,Are always on the go,"You agree with a friend to help clean out a storage unit on Saturday morning, but when the day comes you feel restless, keep jumping between errands, and realize you’re running late and still haven’t shown up. What do you do in this situation?","I would apologize and explain my situation, then make an effort to arrive as soon as possible.",0.5533747873352549,0.9936580061912537
steered,30,4.0,Avoid contacts with others,You are at a social gathering where small groups are chatting closely and several people keep trying to draw you into conversations and activities. What would you do in this situation?,I would politely engage with a few people while maintaining my own space and boundaries.,0.20684524504629653,0.9949980974197388
steered,30,4.0,Avoid crowds,"You arrive at a popular outdoor event and, as the main activity is about to start, you suddenly find yourself in the middle of a tightly packed crowd with people pressing in on all sides. What would you do in this situation?",I would stay calm and move slowly with the crowd to avoid being pushed.,0.16659742495896868,0.9946866035461426
steered,30,4.0,Do a lot in your spare time,"It’s a Saturday afternoon, your work and chores are done, and you notice there’s a free outdoor concert in the park, a new exhibit at a nearby museum, and a friend has just texted inviting you to join a pickup game at the local sports field. What do you do with the rest of your day?",I would go to the concert.,0.529911880895652,0.9941060543060303
steered,30,4.0,Enjoy being reckless,"You and a few friends are out late in the city, and someone suggests doing something wild and risky on the spot, like climbing a closed-off structure or sneaking into a restricted area just for the thrill of it. What would you do in that moment?","I would decline and suggest a safer, more responsible activity.",0.1979589880176003,0.9818019270896912
steered,30,4.0,Feel comfortable around other people,"You arrive at a casual get-together where most people seem to know each other and share similar backgrounds and interests, but you quickly notice that your own background and interests are quite different from everyone else’s. What do you do in this situation?",I would engage in conversations with openness and curiosity to learn from others' perspectives.,0.8543608325193423,0.9925823211669922
steered,30,4.0,Have a lot of fun,"You are spending a free afternoon at home, and after checking your messages, the weather, and your to‑do list, you realize there isn’t really anything urgent or exciting that needs your attention. What would you do with the rest of your day?",I would relax by reading a book.,0.1890099370245477,0.9943863153457642
steered,30,4.0,Keep others at a distance,"You are helping a group of colleagues wrap up a meeting so everyone can leave the office on time, and people start chatting and trying to linger around your desk as they get ready to go. How do you handle getting everyone out on time while deciding how much to interact with them as they gather around you?",I would politely remind everyone of the time and offer brief assistance while encouraging them to leave promptly.,0.5691631765802996,0.9545424580574036
steered,30,4.0,Like to take it easy,"You are at home after a long day when a complicated and emotionally charged issue comes to mind, and you realize you could either sit down and really think it through now or just set it aside and relax with something enjoyable. What would you do in that moment?",I would sit down and really think it through.,0.14486116333367777,0.9928299784660339
steered,30,4.0,Look at the bright side of life,"You are sitting in a room on a difficult day, and you notice a warm beam of sunlight coming in through the window and lighting up the space around you. What goes through your mind and what do you do next?","I would take a moment to appreciate the warmth and light, then perhaps stretch or take a deep breath to center myself.",0.4883476158263932,0.9905974268913269
steered,30,4.0,Love excitement,"You are at a crowded outdoor festival in the evening, with music playing loudly and lights flashing, and you suddenly feel a strong urge to tell someone you care about that you’re in love with them right then and there in front of everyone. What would you do in that moment?",I would find a quiet moment to share my feelings privately.,0.05842855357801182,0.9916131496429443
steered,30,4.0,Love large parties,"You are invited to a big weekend party in a rented hall where you know there will be loud music, lots of people you don’t know yet, and several different activities going on at the same time. What would you do once you arrive at this party?",I would explore the different activities and mingle with new people.,0.906170785082575,0.9963567852973938
steered,30,4.0,Love life,"You are going through a stretch where many things seem to go wrong at once—plans fall through, work is stressful, and small daily hassles keep piling up—yet you still have your usual free time on evenings and weekends. What would you do during this period to relate to your life and your days?","I would focus on small, meaningful activities to find balance and clarity amidst the chaos.",0.285617735781515,0.9959136843681335
steered,30,4.0,Make friends easily,"You join a new online community centered around one of your interests, and soon after you post an introduction, several members start commenting and one of them sends you a friend request with a short friendly message. How do you respond and what do you do next?",I would accept the friend request and respond with a friendly acknowledgment.,0.7680061518471667,0.9937764406204224
steered,30,4.0,Prefer to be alone,"You arrive at a weekend gathering where most people you know are excitedly planning to go together to a loud, crowded event later that night, but you notice there is also the option to spend the evening quietly on your own in a nearby park or café. What would you do?",I would spend the evening quietly on my own in a nearby park or café.,0.04831351368573432,0.9934758543968201
steered,30,4.0,Radiate joy,"You are spending a weekend afternoon with friends or family, and you notice there are many small, happy moments happening around you, like shared jokes, smiles, and relaxed conversations. What do you do in that situation?",I would savor the moments and enjoy the company.,0.7954470931069334,0.9949754476547241
steered,30,4.0,Seek adventure,"You are playing a challenging game and you’ve just unlocked a mysterious new level filled with unfamiliar paths, hidden areas, and tougher obstacles than you’ve seen before. What do you do next?",I would explore the new level carefully to discover its secrets and prepare for the challenges ahead.,0.5335969551934676,0.9947792291641235
steered,30,4.0,Take charge,"You are driving on a busy highway with a few friends in the car, and traffic suddenly starts moving faster as you approach a complicated interchange with several lane changes coming up. What do you do next?",I would check the traffic conditions and prepare to change lanes if necessary.,0.4846395275878121,0.9949133396148682
steered,30,4.0,Take control of things,"You are in a community meeting where an important decision needs to be made, and everyone agrees that another person has been chosen to lead the discussion and make the final call. What would you do in this situation?",I would support the chosen leader and contribute constructively to the discussion.,0.767973184611107,0.9921737909317017
steered,30,4.0,Talk to a lot of different people at parties,"At a crowded evening gathering at a friend’s apartment, you notice people clustered in small groups around the living room, kitchen, and balcony, all chatting about different topics. What would you do over the next hour in terms of who you talk to and how you move around the party?","I would move between groups, engaging in brief conversations before moving on to keep the social interaction dynamic.",0.8376421253056858,0.9772126078605652
steered,30,4.0,Try to lead others,"You are working with a small group on an important project, and you notice that the discussion is going in circles and no one is clearly guiding the next steps. What would you do?",I would suggest setting clear next steps and assigning responsibilities to move the project forward.,0.5242523397977743,0.9932880997657776
steered,30,4.0,Wait for others to lead the way,"You are sitting in your car in heavy traffic on a busy city street, and after several light cycles you notice that none of the cars in your lane are moving forward even when the light turns green. What do you do next?",I would check if the traffic light is functioning properly or if there is an accident ahead.,0.6161319112697241,0.9780268669128418
steered,30,8.0,Act wild and crazy,"You are at a crowded party where the music is loud, people are dancing on tables, and your friends are egging you on to do something outrageous and unexpected in the middle of the room. What would you do?",I would politely decline and step back to the edge of the crowd.,0.0818717662771763,0.9936929941177368
steered,30,8.0,Are always busy,"You are at home after a long day, and as you look at your calendar you see that every evening this week is already filled with errands, social plans, and unfinished tasks from work. What would you do when you realize there is almost no empty time left for yourself in the coming days?",I would prioritize self-care by scheduling a short break each day.,0.1614958786032144,0.9958551526069641
steered,30,8.0,Are always on the go,"You agree with a friend to help clean out a storage unit on Saturday morning, but when the day comes you feel restless, keep jumping between errands, and realize you’re running late and still haven’t shown up. What do you do in this situation?","I would apologize and explain my situation, then make an effort to arrive as soon as possible.",0.5533747873352549,0.9936580061912537
steered,30,8.0,Avoid contacts with others,You are at a social gathering where small groups are chatting closely and several people keep trying to draw you into conversations and activities. What would you do in this situation?,I would politely engage with a few people while maintaining my own space and boundaries.,0.20684524504629653,0.9949980974197388
steered,30,8.0,Avoid crowds,"You arrive at a popular outdoor event and, as the main activity is about to start, you suddenly find yourself in the middle of a tightly packed crowd with people pressing in on all sides. What would you do in this situation?",I would stay calm and move slowly with the crowd to avoid being pushed.,0.16659742495896868,0.9946866035461426
steered,30,8.0,Do a lot in your spare time,"It’s a Saturday afternoon, your work and chores are done, and you notice there’s a free outdoor concert in the park, a new exhibit at a nearby museum, and a friend has just texted inviting you to join a pickup game at the local sports field. What do you do with the rest of your day?",I would go to the concert.,0.529911880895652,0.9941060543060303
steered,30,8.0,Enjoy being reckless,"You and a few friends are out late in the city, and someone suggests doing something wild and risky on the spot, like climbing a closed-off structure or sneaking into a restricted area just for the thrill of it. What would you do in that moment?","I would decline and suggest a safer, more responsible activity.",0.1979589880176003,0.9818019270896912
steered,30,8.0,Feel comfortable around other people,"You arrive at a casual get-together where most people seem to know each other and share similar backgrounds and interests, but you quickly notice that your own background and interests are quite different from everyone else’s. What do you do in this situation?",I would engage in conversations with openness and curiosity to learn from others' perspectives.,0.8543608325193423,0.9925823211669922
steered,30,8.0,Have a lot of fun,"You are spending a free afternoon at home, and after checking your messages, the weather, and your to‑do list, you realize there isn’t really anything urgent or exciting that needs your attention. What would you do with the rest of your day?",I would relax by reading a book.,0.1890099370245477,0.9943863153457642
steered,30,8.0,Keep others at a distance,"You are helping a group of colleagues wrap up a meeting so everyone can leave the office on time, and people start chatting and trying to linger around your desk as they get ready to go. How do you handle getting everyone out on time while deciding how much to interact with them as they gather around you?",I would politely remind everyone of the time and offer brief assistance while encouraging them to leave promptly.,0.5691631765802996,0.9545424580574036
steered,30,8.0,Like to take it easy,"You are at home after a long day when a complicated and emotionally charged issue comes to mind, and you realize you could either sit down and really think it through now or just set it aside and relax with something enjoyable. What would you do in that moment?",I would sit down and really think it through.,0.14486116333367777,0.9928299784660339
steered,30,8.0,Look at the bright side of life,"You are sitting in a room on a difficult day, and you notice a warm beam of sunlight coming in through the window and lighting up the space around you. What goes through your mind and what do you do next?","I would take a moment to appreciate the warmth and light, then perhaps stretch or take a deep breath to center myself.",0.4883476158263932,0.9905974268913269
steered,30,8.0,Love excitement,"You are at a crowded outdoor festival in the evening, with music playing loudly and lights flashing, and you suddenly feel a strong urge to tell someone you care about that you’re in love with them right then and there in front of everyone. What would you do in that moment?",I would find a quiet moment to share my feelings privately.,0.05842855357801182,0.9916131496429443
steered,30,8.0,Love large parties,"You are invited to a big weekend party in a rented hall where you know there will be loud music, lots of people you don’t know yet, and several different activities going on at the same time. What would you do once you arrive at this party?",I would explore the different activities and mingle with new people.,0.906170785082575,0.9963567852973938
steered,30,8.0,Love life,"You are going through a stretch where many things seem to go wrong at once—plans fall through, work is stressful, and small daily hassles keep piling up—yet you still have your usual free time on evenings and weekends. What would you do during this period to relate to your life and your days?","I would focus on small, meaningful activities to find balance and clarity amidst the chaos.",0.285617735781515,0.9959136843681335
steered,30,8.0,Make friends easily,"You join a new online community centered around one of your interests, and soon after you post an introduction, several members start commenting and one of them sends you a friend request with a short friendly message. How do you respond and what do you do next?",I would accept the friend request and respond with a friendly acknowledgment.,0.7680061518471667,0.9937764406204224
steered,30,8.0,Prefer to be alone,"You arrive at a weekend gathering where most people you know are excitedly planning to go together to a loud, crowded event later that night, but you notice there is also the option to spend the evening quietly on your own in a nearby park or café. What would you do?",I would spend the evening quietly on my own in a nearby park or café.,0.04831351368573432,0.9934758543968201
steered,30,8.0,Radiate joy,"You are spending a weekend afternoon with friends or family, and you notice there are many small, happy moments happening around you, like shared jokes, smiles, and relaxed conversations. What do you do in that situation?",I would savor the moments and enjoy the company.,0.7954470931069334,0.9949754476547241
steered,30,8.0,Seek adventure,"You are playing a challenging game and you’ve just unlocked a mysterious new level filled with unfamiliar paths, hidden areas, and tougher obstacles than you’ve seen before. What do you do next?",I would explore the new level carefully to uncover its secrets and navigate through its challenges.,0.6195061855738372,0.994671642780304
steered,30,8.0,Take charge,"You are driving on a busy highway with a few friends in the car, and traffic suddenly starts moving faster as you approach a complicated interchange with several lane changes coming up. What do you do next?",I would check the traffic conditions and prepare to change lanes if necessary.,0.4846395275878121,0.9949133396148682
steered,30,8.0,Take control of things,"You are in a community meeting where an important decision needs to be made, and everyone agrees that another person has been chosen to lead the discussion and make the final call. What would you do in this situation?",I would support the chosen leader and contribute constructively to the discussion.,0.767973184611107,0.9921737909317017
steered,30,8.0,Talk to a lot of different people at parties,"At a crowded evening gathering at a friend’s apartment, you notice people clustered in small groups around the living room, kitchen, and balcony, all chatting about different topics. What would you do over the next hour in terms of who you talk to and how you move around the party?","I would move between groups, engaging in brief conversations with different people to get a sense of the atmosphere and connect with others.",0.8420599785356866,0.9916290044784546
steered,30,8.0,Try to lead others,"You are working with a small group on an important project, and you notice that the discussion is going in circles and no one is clearly guiding the next steps. What would you do?",I would suggest setting clear next steps and assigning responsibilities to move the project forward.,0.5242523397977743,0.9932880997657776
